Mot,Ligne,Colonne,Page,identifiant,
COUR AVANT,3,2,maison,cour_avant@maison,
MAISON,4,2,maison,maison@maison,
VOULOIR,1,3,maison,vouloir@maison,
ALLER,2,3,maison,aller@maison,
CUISINE,3,3,maison,cuisine@maison,
SALLE À MANGER,4,3,maison,salle_à_manger@maison,
AIMER,1,4,maison,aimer@maison,
DEHORS,2,4,maison,dehors@maison,
EN BAS,3,4,maison,en@bas@maison,
SALON,4,4,maison,salon@maison,
DOMICILE,1,5,maison,domicile@maison,
CHAMBRE,2,5,maison,chambre@maison,
EN HAUT,3,5,maison,en_haut@maison,
SOUS-SOL,4,5,maison,sous-sol@maison,
DEDANS,1,6,maison,dedans@maison,
COUR ARRIÈRE,2,6,maison,cour_arrière@maison,
À,3,6,maison,à@maison,
TOILETTE,4,6,maison,toilette@maison,
OÙ,1,7,maison,où@maison,
PAS,2,7,maison,pas@maison,
GARAGE,3,7,maison,garage@maison,
ENCORE,1,8,maison,encore@maison,
C’EST FINI,2,8,maison,c’est_fini@maison,
GARDE-ROBE,3,8,maison,garde-robe@maison,
PLUS,4,8,maison,plus@maison,
,,,plus@maison,maison_-_2,
BÂTIMENT,1,1,maison_-_2,bâtiment@maison_-_2,
SALLE DE BAIN,2,1,maison_-_2,salle_de_bain@maison_-_2,
CAGE,1,2,maison_-_2,cage@maison_-_2,
SALLE DE JEUX,2,2,maison_-_2,salle_de_jeux@maison_-_2,
FOYER,1,3,maison_-_2,foyer@maison_-_2,
STATIONNEMENT,2,3,maison_-_2,stationnement@maison_-_2,
GALERIE,1,4,maison_-_2,galerie@maison_-_2,
VÉRANDA,2,4,maison_-_2,véranda@maison_-_2,
GRENIER,1,5,maison_-_2,grenier@maison_-_2,
VOISIN,2,5,maison_-_2,voisin@maison_-_2,
MAISON DE MAMAN,1,6,maison_-_2,maison_de_maman@maison_-_2,
MAISON DE PAPA,1,7,maison_-_2,maison_de_papa@maison_-_2,
PATIO,1,8,maison_-_2,patio@maison_-_2,
RETOUR,4,8,maison_-_2,retour@maison_-_2,
,,,retour@maison_-_2,maison,
JE,1,1,provinces_du_canada,je_provinces_du_canada,
TU,2,1,provinces_du_canada,tu@provinces_du_canada,
Y,3,1,provinces_du_canada,y@provinces_du_canada,
TERRE-NEUVE ET LABRADOR,4,1,provinces_du_canada,terre-neuve_et_labrador@provinces_du_canada,
ÊTRE,1,2,provinces_du_canada,être@provinces_du_canada,
VENIR,2,2,provinces_du_canada,venir@provinces_du_canada,
NOUVEAU-BRUNSWICK,3,2,provinces_du_canada,nouveau-brunswick@provinces_du_canada,
TERRITOIRE DU NORD-OUEST,4,2,provinces_du_canada,territoire_du_nord-ouest@provinces_du_canada,
VOULOIR,1,3,provinces_du_canada,vouloir@provinces_du_canada,
ALLER,2,3,provinces_du_canada,aller@provinces_du_canada,
NOUVELLE-ÉCOSSE,3,3,provinces_du_canada,nouvelle-écosse@provinces_du_canada,
YUKON,4,3,provinces_du_canada,yukon@provinces_du_canada,
AIMER,1,4,provinces_du_canada,aimer@provinces_du_canada,
COLOMBIE-BRITANNIQUE,2,4,provinces_du_canada,colombie-britannique@provinces_du_canada,
NUVANUT,3,4,provinces_du_canada,nuvanut@provinces_du_canada,
CANADA,1,5,provinces_du_canada,canada@provinces_du_canada,
ÎLE-DE-PRINCE-ÉDOUARD,2,5,provinces_du_canada,île-de-prince-édouard@provinces_du_canada,
ONTARIO,3,5,provinces_du_canada,ontario@provinces_du_canada,
ALBERTA,1,6,provinces_du_canada,alberta@provinces_du_canada,
MANITOBA,2,6,provinces_du_canada,manitoba@provinces_du_canada,
À,3,6,provinces_du_canada,à@provinces_du_canada,
OÙ,1,7,provinces_du_canada,où@provinces_du_canada,
PAS,2,7,provinces_du_canada,pas@provinces_du_canada,
QUÉBEC,3,7,provinces_du_canada,québec@provinces_du_canada,
ENCORE,1,8,provinces_du_canada,encore@provinces_du_canada,
C’EST FINI,2,8,provinces_du_canada,c’est_fini@provinces_du_canada,
SASKATCHEWAN,3,8,provinces_du_canada,saskatchewan@provinces_du_canada,
JE,1,1,lieux_extérieurs,je@lieux_extérieurs,
TU,2,1,lieux_extérieurs,tu@lieux_extérieurs,
Y,3,1,lieux_extérieurs,y@lieux_extérieurs,
OCÉAN,4,1,lieux_extérieurs,océan@lieux_extérieurs,
ÊTRE,1,2,lieux_extérieurs,être@lieux_extérieurs,
VENIR,2,2,lieux_extérieurs,venir@lieux_extérieurs,
FALAISE,3,2,lieux_extérieurs,falaise@lieux_extérieurs,
PLAGE,4,2,lieux_extérieurs,plage@lieux_extérieurs,
VOULOIR,1,3,lieux_extérieurs,vouloir@lieux_extérieurs,
ALLER,2,3,lieux_extérieurs,aller@lieux_extérieurs,
FERME,3,3,lieux_extérieurs,ferme@lieux_extérieurs,
PRAIRIE,4,3,lieux_extérieurs,prairie@lieux_extérieurs,
AIMER,1,4,lieux_extérieurs,aimer@lieux_extérieurs,
COLLINE,2,4,lieux_extérieurs,colline@lieux_extérieurs,
FORÊT,3,4,lieux_extérieurs,forêt@lieux_extérieurs,
RIVIÈRE,4,4,lieux_extérieurs,rivière@lieux_extérieurs,
BAIE,1,5,lieux_extérieurs,baie@lieux_extérieurs,
DÉSERT,2,5,lieux_extérieurs,désert@lieux_extérieurs,
JUNGLE,3,5,lieux_extérieurs,jungle@lieux_extérieurs,
SOL,4,5,lieux_extérieurs,sol@lieux_extérieurs,
CHUTE,1,6,lieux_extérieurs,chute@lieux_extérieurs,
EN PLEIN AIR,2,6,lieux_extérieurs,en_plein_air@lieux_extérieurs,
À ,3,6,lieux_extérieurs,à@lieux_extérieurs,
TROU,4,6,lieux_extérieurs,trou@lieux_extérieurs,
OÙ,1,7,lieux_extérieurs,où@lieux_extérieurs,
PAS,2,7,lieux_extérieurs,pas@lieux_extérieurs,
LAC,3,7,lieux_extérieurs,lac@lieux_extérieurs,
VALLÉE,4,7,lieux_extérieurs,vallée@lieux_extérieurs,
ENCORE,1,8,lieux_extérieurs,encore@lieux_extérieurs,
C’EST FINI,2,8,lieux_extérieurs,c’est_fini@lieux_extérieurs,
MONTAGNE,3,8,lieux_extérieurs,montagne@lieux_extérieurs,
PLUS,4,8,lieux_extérieurs,plus@lieux_extérieurs,
,,,plus@lieux_extérieurs,lieux_extérieurs_-_2,
CÔTE,1,1,lieux_extérieurs_-_2,côte@lieux_extérieurs_-_2,
CRATÈRE,1,2,lieux_extérieurs_-_2,cratère@lieux_extérieurs_-_2,
CRÊTE,1,3,lieux_extérieurs_-_2,crête@lieux_extérieurs_-_2,
DUNES DE SABLE,1,4,lieux_extérieurs_-_2,dunes_de_sable@lieux_extérieurs_-_2,
ICEBERG,1,5,lieux_extérieurs_-_2,iceberg@lieux_extérieurs_-_2,
MARÉCAGE,1,6,lieux_extérieurs_-_2,marécage@lieux_extérieurs_-_2,
RÉCIF DE CORAIL,1,7,lieux_extérieurs_-_2,récif_de_corail@lieux_extérieurs_-_2,
RUISSEAU,1,8,lieux_extérieurs_-_2,ruisseau@lieux_extérieurs_-_2,
RETOUR,4,8,lieux_extérieurs_-_2,retour@lieux_extérieurs_-_2,
,,,retour@lieux_extérieurs_-_2,lieux@extérieurs,
JE,1,1,restaurants,je@restaurants,
TU,2,1,restaurants,tu@restaurants,
Y,3,1,restaurants,y@restaurants,
J’AI BESOIN D’UN REÇU,4,1,restaurants,j’ai_besoin_d’un_reçu@restaurants,
ÊTRE,1,2,restaurants,être@restaurants,
VENIR,2,2,restaurants,venir@restaurants,
MENU,3,2,restaurants,menu@restaurants,
VOULOIR,1,3,restaurants,vouloir@restaurants,
ALLER,2,3,restaurants,aller@restaurants,
PIZZERIA,3,3,restaurants,pizzeria@restaurants,
AIMER,1,4,restaurants,aimer@restaurants,
CAFÉ,2,4,restaurants,café@restaurants,
JE MANGE ICI,3,4,restaurants,je_mange_ici@restaurants,
COMMANDER,1,5,restaurants,commander@restaurants,
COMMANDE À L’AUTO,2,5,restaurants,commande_à_l’auto@restaurants,
JE VEUX EMPORTER,3,5,restaurants,je_veux_emporter@restaurants,
RESTAURANT,1,6,restaurants,restaurant@restaurants,
CRÈMERIE,2,6,restaurants,crèmerie@restaurants,
À,3,6,restaurants,à@restaurants,
OÙ,1,7,restaurants,où@restaurants,
PAS,2,7,restaurants,pas@restaurants,
COMBIEN ÇA COÛTE,3,7,restaurants,combien_ça_coûte@restaurants,
ENCORE,1,8,restaurants,encore@restaurants,
C’EST FINI,2,8,restaurants,c’est_fini@restaurants,
J’AI BESOIN DE MONNAIE,3,8,restaurants,j’ai_besoin_de_monnaie@restaurants,
PLUS,4,8,restaurants,plus@restaurants,
,,,plus@restaurants,restaurants_-_2,
LAISSER UN POURBOIRE,1,1,restaurants_-_2,laisser_un_pourboire@restaurants_-_2,
STARBUCKS,2,1,restaurants_-_2,starbucks@restaurants_-_2,
ON MANGE OÙ?,1,2,restaurants_-_2,on_mange_où?@restaurants_-_2,
SUBWAY,2,2,restaurants_-_2,subway@restaurants_-_2,
BOULANGERIE,1,3,restaurants_-_2,boulangerie@restaurants_-_2,
TIM HORTONS,2,3,restaurants_-_2,tim_hortons@restaurants_-_2,
ESPACE DE RESTAURATION,1,4,restaurants_-_2,espace_de_restauration@restaurants_-_2,
FAST-FOOD,1,5,restaurants_-_2,fast-food@restaurants_-_2,
FOOD-TRUCK,1,6,restaurants_-_2,food-truck@restaurants_-_2,
MACDONALD’S,1,7,restaurants_-_2,macdonald’s@restaurants_-_2,
NOURRITURE CHINOISE,1,8,restaurants_-_2,nourriture_chinoise@restaurants_-_2,
RETOUR,4,8,restaurants_-_2,retour@restaurants_-_2,
,,,retour@restaurants_-_2,restaurants,
JE,1,1,lieux_de_l’école,je@lieux_de_l’école,
TU,2,1,lieux_de_l’école,tu@lieux_de_l’école,
Y,3,1,lieux_de_l’école,y@lieux_de_l’école,
THÉÂTRE,4,1,lieux_de_l’école,théâtre@lieux_de_l’école,
ÊTRE,1,2,lieux_de_l’école,être@lieux_de_l’école,
VENIR,2,2,lieux_de_l’école,venir@lieux_de_l’école,
CLASSE,3,2,lieux_de_l’école,classe@lieux_de_l’école,
TOILETTES,4,2,lieux_de_l’école,toilettes@lieux_de_l’école,
VOULOIR,1,3,lieux_de_l’école,vouloir@lieux_de_l’école,
ALLER,2,3,lieux_de_l’école,aller@lieux_de_l’école,
COURS D’ÉDUCATION PHYSIQUE,3,3,lieux_de_l’école,cours_d’éducation_physique@lieux_de_l’école,
VESTIAIRE,4,3,lieux_de_l’école,vestiaire@lieux_de_l’école,
AIMER,1,4,lieux_de_l’école,aimer@lieux_de_l’école,
BUREAU,2,4,lieux_de_l’école,bureau@lieux_de_l’école,
RÉCRÉATION,3,4,lieux_de_l’école,récréation@lieux_de_l’école,
ÉCOLE,1,5,lieux_de_l’école,école@lieux_de_l’école,
CAFÉTÉRIA,2,5,lieux_de_l’école,cafétéria@lieux_de_l’école,
SALLE D’ORTHOPHONIE,3,5,lieux_de_l’école,salle_d’orthophonie@lieux_de_l’école,
BIBLIOTHÈQUE,1,6,lieux_de_l’école,bibliothèque@lieux_de_l’école,
CASIER,2,6,lieux_de_l’école,casier@lieux_de_l’école,
À,3,6,lieux_de_l’école,à@lieux_de_l’école,
OÙ,1,7,lieux_de_l’école,où@lieux_de_l’école,
PAS,2,7,lieux_de_l’école,pas@lieux_de_l’école,
SALLE DE THÉRAPIE,3,7,lieux_de_l’école,salle_de_thérapie@lieux_de_l’école,
ENCORE,1,8,lieux_de_l’école,encore@lieux_de_l’école,
C’EST FINI,2,8,lieux_de_l’école,c’est_fini@lieux_de_l’école,
SALLE POLYVALENTE,3,8,lieux_de_l’école,salle_polyvalente@lieux_de_l’école,
PLUS,4,8,lieux_de_l’école,plus@lieux_de_l’école,
,,,plus@lieux_de_l’école,lieux_de_l’école_-_2,
BUREAU DU DIRECTEUR,1,1,lieux_de_l’école_-_2,bureau_du_directeur@lieux_de_l’école_-_2,
PISTE,2,1,lieux_de_l’école_-_2,piste@lieux_de_l’école_-_2,
COURS DE FRANÇAIS,1,2,lieux_de_l’école_-_2,cours_de_français@lieux_de_l’école_-_2,
SALLE INFORMATIQUE,2,2,lieux_de_l’école_-_2,salle_informatique@lieux_de_l’école_-_2,
COURS DE MUSIQUE,1,3,lieux_de_l’école_-_2,cours_de_musique@lieux_de_l’école_-_2,
SCÈNE,2,3,lieux_de_l’école_-_2,scène@lieux_de_l’école_-_2,
COURS DE SCIENCE,1,4,lieux_de_l’école_-_2,cours_de_science@lieux_de_l’école_-_2,
SECRÉTARIAT D’ÉCOLE,2,4,lieux_de_l’école_-_2,secrétariat_d’école@lieux_de_l’école_-_2,
COURS D’ART,1,5,lieux_de_l’école_-_2,cours_d’art@lieux_de_l’école_-_2,
COURS D’INFORMATIQUE,1,6,lieux_de_l’école_-_2,cours_d’informatique@lieux_de_l’école_-_2,
COURS D’ÉTUDES SOCIALES,1,7,lieux_de_l’école_-_2,cours_d’études_sociales@lieux_de_l’école_-_2,
GARDE-ROBE,1,8,lieux_de_l’école_-_2,garde-robe@lieux_de_l’école_-_2,
RETOUR,4,8,lieux_de_l’école_-_2,retour@lieux_de_l’école_-_2,
,,,retour@lieux_de_l’école_-_2,lieux_de_l’école,
JE,1,1,magasins,je@magasins,
TU,2,1,magasins,tu@magasins,
Y,3,1,magasins,y@magasins,
J’AI BESOIN D’UN REÇU,4,1,magasins,j’ai_besoin_d’un_reçu@magasins,
ÊTRE,1,2,magasins,être@magasins,
VENIR,2,2,magasins,venir@magasins,
MAGASIN,3,2,magasins,magasin@magasins,
VOULOIR ,1,3,magasins,vouloir@magasins,
ALLER,2,3,magasins,aller@magasins,
MAGASIN DE JOUETS,3,3,magasins,magasin_de_jouets@magasins,
AIMER ,1,4,magasins,aimer@magasins,
CENTRE D’ACHATS,2,4,magasins,centre_d’achats@magasins,
MAGASIN DE VÊTEMENTS,3,4,magasins,magasin_de_vêtements@magasins,
ANIMALERIE,1,5,magasins,animalerie@magasins,
ÉPICERIE,2,5,magasins,épicerie@magasins,
PHARMACIE,3,5,magasins,pharmacie@magasins,
BOULANGERIE,1,6,magasins,boulangerie@magasins,
LIBRAIRIE,2,6,magasins,librairie@magasins,
À,3,6,magasins,à@magasins,
OÙ,1,7,magasins,où@magasins,
PAS,2,7,magasins,pas@magasins,
COMBIEN ÇA COÛTE?,3,7,magasins,combien_ça_coûte?@magasins,
ENCORE,1,8,magasins,encore@magasins,
C’EST FINI,2,8,magasins,c’est_fini@magasins,
J’AI BESOIN DE MONNAIE,3,8,magasins,j’ai_besoin_de_monnaie@magasins,
PLUS,4,8,magasins,plus@magasins,
,,,plus@magasins,magasins_-_2,
BEST BUY,1,1,magasins_-_2,best_buy@magasins_-_2,
FACTURE,2,1,magasins_-_2,facture@magasins_-_2,
MARCHÉ,3,1,magasins_-_2,marché@magasins_-_2,
WALMART,4,1,magasins_-_2,walmart@magasins_-_2,
BIJOUTERIE,1,2,magasins_-_2,bijouterie@magasins_-_2,
HOME DÉPÔT,2,2,magasins_-_2,home_depot@magasins_-_2,
MAXI,3,2,magasins_-_2,maxi@magasins_-_2,
BON RABAIS,1,3,magasins_-_2,bon_rabais@magasins_-_2,
IGA,2,3,magasins_-_2,iga@magasins_-_2,
MÉTRO,3,3,magasins_-_2,métro@magasins_-_2,
BUREAU EN GROS,1,4,magasins_-_2,bureau_en_gros@magasins_-_2,
IKEA,2,4,magasins_-_2,ikea@magasins_-_2,
OLD NAVY,3,4,magasins_-_2,old_navy@magasins_-_2,
PANIER D’ÉPICERIE,1,5,magasins_-_2,panier_d’épicerie@magasins_-_2,
MAGASIN DE MEUBLES,2,5,magasins_-_2,magasin_de_meubles@magasins_-_2,
PHARMACIE,3,5,magasins_-_2,pharmacie@magasins_-_2,
COSTCO,1,6,magasins_-_2,costco@magasins_-_2,
MAGASIN DE PLEIN AIR,2,6,magasins_-_2,magasin_de_plein_air@magasins_-_2,
QUINCAILLERIE,3,6,magasins_-_2,quincaillerie@magasins_-_2,
DÉPANNEUR,1,7,magasins_-_2,dépanneur@magasins_-_2,
MAGASIN DE SOULIERS,2,7,magasins_-_2,magasin_de_souliers@magasins_-_2,
SEARS,3,7,magasins_-_2,sears@magasins_-_2,
DOLLORAMA,1,8,magasins_-_2,dollorama@magasins_-_2,
MAGASIN DE VIDÉOS,2,8,magasins_-_2,magasin_de_vidéos@magasins_-_2,
TOYS R US,3,8,magasins_-_2,toys_r_us@magasins_-_2,
RETOUR,4,8,magasins_-_2,retour@magasins_-_2,
,,,retour@magasins_-_2,magasins,
JE,1,1,lieux_publics,je@lieux_publics,
TU,2,1,lieux_publics,tu@lieux_publics,
Y,3,1,lieux_publics,y@lieux_publics,
PARC D’ATTRACTION,4,1,lieux_publics,parc_d’attraction@lieux_publics,
ÊTRE,1,2,lieux_publics,être@lieux_publics,
VENIR,2,2,lieux_publics,venir@lieux_publics,
CINÉMA,3,2,lieux_publics,cinéma@lieux_publics,
PATINOIRE,4,2,lieux_publics,patinoire@lieux_publics,
VOULOIR,1,3,lieux_publics,vouloir@lieux_publics,
ALLER,2,3,lieux_publics,aller@lieux_publics,
CLINIQUE,3,3,lieux_publics,clinique@lieux_publics,
PISCINE,4,3,lieux_publics,piscine@lieux_publics,
AIMER,1,4,lieux_publics,aimer@lieux_publics,
BIBLIOTHÈQUE,2,4,lieux_publics,bibliothèque@lieux_publics,
COIFFEUR,3,4,lieux_publics,coiffeur@lieux_publics,
PONT,4,4,lieux_publics,pont@lieux_publics,
AÉROPORT,1,5,lieux_publics,aéroport@lieux_publics,
BOÎTE AUX LETTRES,2,5,lieux_publics,boîte_aux_lettres@lieux_publics,
FERME,3,5,lieux_publics,ferme@lieux_publics,
POSTE DE POLICE,4,5,lieux_publics,poste_de_police@lieux_publics,
BANQUE,1,6,lieux_publics,banque@lieux_publics,
CENTRE D’ACHATS,2,6,lieux_publics,centre_d’achats@lieux_publics,
À,3,6,lieux_publics,à@lieux_publics,
VILLE,4,6,lieux_publics,ville@lieux_publics,
OÙ,1,7,lieux_publics,où@lieux_publics,
PAS,2,7,lieux_publics,pas@lieux_publics,
MAISON,3,7,lieux_publics,maison@lieux_publics,
ZOO,4,7,lieux_publics,zoo@lieux_publics,
ENCORE,1,8,lieux_publics,encore@lieux_publics,
C’EST FINI,2,8,lieux_publics,c’est_fini@lieux_publics,
PARC,3,8,lieux_publics,parc@lieux_publics,
PLUS,4,8,lieux_publics,plus@lieux_publics,
,,,plus@lieux_publics,lieux_publics_-_2,
ARRÊT D’AUTOBUS,1,1,lieux_publics_-_2,arrêt_d’autobus@lieux_publics_-_2,
FEUX DE CIRCULATION,2,1,lieux_publics_-_2,feux_de_circulation@lieux_publics_-_2,
MOSQUÉE,3,1,lieux_publics_-_2,mosquée@lieux_publics_-_2,
STADE,4,1,lieux_publics_-_2,stade@lieux_publics_-_2,
AUTOROUTE,1,2,lieux_publics_-_2,autoroute@lieux_publics_-_2,
GARDERIE,2,2,lieux_publics_-_2,garderie@lieux_publics_-_2,
MUSÉE,3,2,lieux_publics_-_2,musée@lieux_publics_-_2,
STATION D’ESSENCE,4,2,lieux_publics_-_2,station_d’essence@lieux_publics_-_2,
BOWLING,1,3,lieux_publics_-_2,bowling@lieux_publics_-_2,
GARE,2,3,lieux_publics_-_2,gare@lieux_publics_-_2,
OPTICIEN,3,3,lieux_publics_-_2,opticien@lieux_publics_-_2,
STATION DE MÉTRO,4,3,lieux_publics_-_2,station_de_métro@lieux_publics_-_2,
BUREAU DE POSTE,1,4,lieux_publics_-_2,bureau_de_poste@lieux_publics_-_2,
GRATTE-CIEL,2,4,lieux_publics_-_2,gratte-ciel@lieux_publics_-_2,
PARKING,3,4,lieux_publics_-_2,parking@lieux_publics_-_2,
SYNAGOGUE,4,4,lieux_publics_-_2,synagogue@lieux_publics_-_2,
CAMPING,1,5,lieux_publics_-_2,camping@lieux_publics_-_2,
GUICHET AUTOMATIQUE,2,5,lieux_publics_-_2,guichet_automatique@lieux_publics_-_2,
PASSAGE PIÉTONS,3,5,lieux_publics_-_2,passage_piétons@lieux_publics_-_2,
THÉÂTRE,4,5,lieux_publics_-_2,théâtre@lieux_publics_-_2,
CASERNE DE POMPIERS,1,6,lieux_publics_-_2,caserne_de_pompiers@lieux_publics_-_2,
HÔPITAL,2,6,lieux_publics_-_2,hôpital@lieux_publics_-_2,
PRISON,3,6,lieux_publics_-_2,prison@lieux_publics_-_2,
TROTTOIR,4,6,lieux_publics_-_2,trottoir@lieux_publics_-_2,
DENTISTE,1,7,lieux_publics_-_2,dentiste@lieux_publics_-_2,
HÔTEL,2,7,lieux_publics_-_2,hôtel@lieux_publics_-_2,
ROUTE,3,7,lieux_publics_-_2,route@lieux_publics_-_2,
URGENCES,4,7,lieux_publics_-_2,urgences@lieux_publics_-_2,
ÉGLISE,1,8,lieux_publics_-_2,église@lieux_publics_-_2,
IMMEUBLE RÉSIDENTIEL,2,8,lieux_publics_-_2,immeuble_résidentiel@lieux_publics_-_2,
SALON DE COIFFURE,3,8,lieux_publics_-_2,salon_de_coiffure@lieux_publics_-_2,
PAGE SUIVANTE,4,8,lieux_publics_-_2,page_suivante@lieux_publics_-_2,
,,,page_suivante@lieux_publics_-_2,lieux_publics_-_3,
USINE,1,1,lieux_publics_-_3,usine@lieux_publics_-_3,
VILLAGE,1,2,lieux_publics_-_3,village@lieux_publics_-_3,
PAGE PRÉCÉDENTE,4,7,lieux_publics_-_3,page_précédente@lieux_publics_-_3,
,,,page_précédente@lieux_publics_-_3,lieux_publics_-_2,
RETOUR,4,8,lieux_publics_-_3,retour@lieux_publics_-_3,
,,,retour@lieux_publics_-_3,lieux_publics,
JE,1,1,travail,je@travail,
TU,2,1,travail,tu@travail,
Y,3,1,travail,y@travail,
ÊTRE,1,2,travail,être@travail,
VENIR,2,2,travail,venir@travail,
VOULOIR,1,3,travail,vouloir@travail,
ALLER,2,3,travail,aller@travail,
AIMER,1,4,travail,aimer@travail,
SALLE À MANGER,2,4,travail,salle_à_manger@travail,
ATELIER,1,5,travail,atelier@travail,
SALLE DE RÉUNION,2,5,travail,salle_de_réunion@travail,
BUREAU,1,6,travail,bureau@travail,
À,3,6,travail,à@travail,
OÙ,1,7,travail,où@travail,
PAS,2,7,travail,pas@travail,
ENCORE,1,8,travail,encore@travail,
C’EST FINI,2,8,travail,c’est_fini@travail,
JE,1,1,mots_descriptifs,je@mots_descriptifs,
TU,2,1,mots_descriptifs,tu@mots_descriptifs,
HAUT,3,1,mots_descriptifs,haut@mots_descriptifs,
PLUS,4,1,mots_descriptifs,plus@mots_descriptifs,
ÊTRE,1,2,mots_descriptifs,être@mots_descriptifs,
APRÈS,2,2,mots_descriptifs,après@mots_descriptifs,
HEUREUX,3,2,mots_descriptifs,heureux@mots_descriptifs,
PRÊT,4,2,mots_descriptifs,prêt@mots_descriptifs,
VOULOIR,1,3,mots_descriptifs,vouloir@mots_descriptifs,
AUTRE,2,3,mots_descriptifs,autre@mots_descriptifs,
JOLI,3,3,mots_descriptifs,joli@mots_descriptifs,
QUELQUE,4,3,mots_descriptifs,quelque@mots_descriptifs,
AIMER,1,4,mots_descriptifs,aimer@mots_descriptifs,
BAS,2,4,mots_descriptifs,bas@mots_descriptifs,
LAID,3,4,mots_descriptifs,laid@mots_descriptifs,
RIEN,4,4,mots_descriptifs,rien@mots_descriptifs,
TRÈS,1,5,mots_descriptifs,très@mots_descriptifs,
CHAUD,2,5,mots_descriptifs,chaud@mots_descriptifs,
MAINTENANT,3,5,mots_descriptifs,maintenant@mots_descriptifs,
VRAIMENT,1,6,mots_descriptifs,vraiment@mots_descriptifs,
DIFFÉRENT,2,6,mots_descriptifs,différent@mots_descriptifs,
MAL,3,6,mots_descriptifs,mal@mots_descriptifs,
ÉMOTIONS,4,6,mots_descriptifs,émotions@mots_descriptifs,
,,,émotions@mots_descriptifs,émotions,
MOINS,1,7,mots_descriptifs,moins@mots_descriptifs,
PAS,2,7,mots_descriptifs,pas@mots_descriptifs,
MÉCHANT,3,7,mots_descriptifs,méchant@mots_descriptifs,
COULEURS,4,7,mots_descriptifs,couleurs@mots_descriptifs,
,,,couleurs@mots_descriptifs,couleurs,
ENCORE,1,8,mots_descriptifs,encore@mots_descriptifs,
AFFAMÉ,2,8,mots_descriptifs,affamé@mots_descriptifs,
MÊME,3,8,mots_descriptifs,même@mots_descriptifs,
PLUS,4,8,mots_descriptifs,plus@1@mots_descriptifs,
,,,plus@mots_descriptifs,mots_descriptifs_-_2,
POSITIFS,1,1,mots_descriptifs_-_2,positifs@mots_descriptifs_-_2,
,,,positifs@mots_descriptifs_-_2,positifs,
QUANTITÉS,2,1,mots_descriptifs_-_2,quantités@mots_descriptifs_-_2,
,,,quantités@mots_descriptifs_-_2,quantités,
NÉGATIFS,1,2,mots_descriptifs_-_2,négatifs@mots_descriptifs_-_2,
,,,négatifs@mots_descriptifs_-_2,négatifs,
CONTRAIRES,2,2,mots_descriptifs_-_2,contraires@mots_descriptifs_-_2,
,,,contraires@mots_descriptifs_-_2,contraires,
APPARENCE,1,3,mots_descriptifs_-_2,apparence@mots_descriptifs_-_2,
,,,apparence@mots_descriptifs_-_2,apparence,
MÉTÉO,2,3,mots_descriptifs_-_2,météo@mots_descriptifs_-_2,
,,,météo@mots_descriptifs_-_2,météo,
SONS,1,4,mots_descriptifs_-_2,sons@mots_descriptifs_-_2,
,,,sons@mots_descriptifs_-_2,sons,
ACHETER,2,4,mots_descriptifs_-_2,acheter@mots_descriptifs_-_2,
,,,acheter@mots_descriptifs_-_2,acheter,
ODEURS,1,5,mots_descriptifs_-_2,odeurs@mots_descriptifs_-_2,
,,,odeurs@mots_descriptifs_-_2,odeurs,
ABSTRAIT,2,5,mots_descriptifs_-_2,abstrait@mots_descriptifs_-_2,
,,,abstrait@mots_descriptifs_-_2,abstrait,
GOÛTS,1,6,mots_descriptifs_-_2,goûts@mots_descriptifs_-_2,
,,,goûts@mots_descriptifs_-_2,goûts,
FORMES,2,6,mots_descriptifs_-_2,formes@mots_descriptifs_-_2,
,,,formes@mots_descriptifs_-_2,formes,
SENSATIONS,1,7,mots_descriptifs_-_2,sensations@mots_descriptifs_-_2,
,,,sensations@mots_descriptifs_-_2,sensations,
A-Z ADJECTIFS,2,7,mots_descriptifs_-_2,a-z_adjectifs@mots_descriptifs_-_2,
,,,a-z_adjectifs@mots_descriptifs_-_2,a-z_adjectifs,
TAILLE ET VITESSE,1,8,mots_descriptifs_-_2,taille_et_vitesse@mots_descriptifs_-_2,
,,,taille_et_vitesse@mots_descriptifs_-_2,taille_et_vitesse,
RETOUR,4,8,mots_descriptifs_-_2,retour@mots_descriptifs_-_2,
,,,retour@mots_descriptifs_-_2,mots_descriptifs,
JE,1,1,émotions,je@émotions,
TU,2,1,émotions,tu@émotions,
DÉSOLÉ,3,1,émotions,désolé@émotions,
MALADE,4,1,émotions,malade@émotions,
ÊTRE,1,2,émotions,être@émotions,
SENTIR,2,2,émotions,sentir@émotions,
EFFRAYÉ,3,2,émotions,effrayé@émotions,
MÉCHANT,4,2,émotions,méchant@émotions,
VOULOIR,1,3,émotions,vouloir@émotions,
AIMER,2,3,émotions,aimer@émotions,
ENNUYÉ,3,3,émotions,ennuyé@émotions,
NONO,4,3,émotions,nono@émotions,
AIMER,1,4,émotions,aimer@émotions,
DÉTESTER,2,4,émotions,détester@émotions,
EXCITÉ,3,4,émotions,excité@émotions,
SEUL,4,4,émotions,seul@émotions,
TRÈS,1,5,émotions,très@émotions,
AFFAMÉ,2,5,émotions,affamé@émotions,
FÂCHÉ,3,5,émotions,fâché@émotions,
TRISTE,4,5,émotions,triste@émotions,
VRAIMENT,1,6,émotions,vraiment@émotions,
ASSOIFFÉ,2,6,émotions,assoiffé@émotions,
